# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
2845	Achang_Longchuan	open (an umbrella)	1092	kuaŋ³¹	k ua ŋ ³¹	i n c t	k ua ŋ ³¹	7552
4371	Xiandao	open (an umbrella)	1092	phoŋ³⁵	ph o ŋ ³⁵	i n c t	ph - o ŋ ³⁵	7554
6031	Atsi	open (an umbrella)	1092	thuʔ⁵⁵	tʰ u ʔ ⁵⁵	i n c t	tʰ u ʔ ⁵⁵	7553
7704	Maru	open (an umbrella)	1092	thauk⁵⁵	th au k ⁵⁵	i n c t	th au k ⁵⁵	7553
9406	Bola	open (an umbrella)	1092	thauʔ⁵⁵	th au ʔ ⁵⁵	i n c t	th au ʔ ⁵⁵	7553
11021	Lashi	open (an umbrella)	1092	thuːk⁵⁵	th uː k ⁵⁵	i n c t	th uː k ⁵⁵	7553
#
1681	Rangoon	open (the mouth)	1666	hɑ⁵³	h ɑ ⁵³	i n t	h ɑ ⁵³	7559
3384	Achang_Longchuan	open (the mouth)	1666	xɔ³⁵	x ɔ ³⁵	i n t	x ɔ ³⁵	7558
4842	Xiandao	open (the mouth)	1666	xɔ³⁵	x ɔ ³⁵	i n t	x ɔ ³⁵	7558
6616	Atsi	open (the mouth)	1666	xa⁵⁵	x a ⁵⁵	i n t	x a ⁵⁵	7558
8247	Maru	open (the mouth)	1666	xa³⁵	x a ³⁵	i n t	x a ³⁵	7558
9975	Bola	open (the mouth)	1666	xa³⁵	x a ³⁵	i n t	x a ³⁵	7558
11514	Lashi	open (the mouth)	1666	xɔː⁵³	x ɔː ⁵³	i n t	x ɔː ⁵³	7558
#
1366	Rangoon	open up wasteland	1356	ti²²tɕĩ²²	t i ²² + tɕ ĩ ∼ ²²	i n t + i n c t	t i ²² + tɕ ĩ ∼ ²²	7567 7565
4568	Xiandao	open up wasteland	1356	jɔ⁵⁵ʂɯk⁵⁵khai³¹	/ʔ j ɔ ⁵⁵ + ʂ ɯ k ⁵⁵ + kh ai ³¹	i m n t + i n c t + i n t	/ʔ j ɔ ⁵⁵ + ʂ ɯ k ⁵⁵ + kh ai - ³¹	1497 7568 7565
6299	Atsi	open up wasteland	1356	jo⁵¹tʃum²¹tʃheʔ⁵⁵	/ʔ j o ⁵¹ + tʃ u m ²¹ + tʃʰ e ʔ ⁵⁵	i m n t + i n c t + i n c t	/ʔ j o ⁵¹ + tʃ u m ²¹ + tʃʰ e ʔ ⁵⁵	1497 7565 7566
7940	Maru	open up wasteland	1356	jɔ³¹tsəŋ³⁵	/ʔ j ɔ ³¹ + ts ə ŋ ³⁵	i m n t + i n c t	/ʔ j ɔ ³¹ + ts ə ŋ ³⁵	1497 7565
9661	Bola	open up wasteland	1356	ja⁵⁵kɔ̱t⁵⁵	/ʔ j a ⁵⁵ + ˀk ɔ t ⁵⁵	i m n t + i n c t	/ʔ j a ⁵⁵ + ˀk ɔ t ⁵⁵	1497 7565
11239	Lashi	open up wasteland	1356	jo³¹phɔn⁵⁵	/ʔ j o ³¹ + ph ɔ n ⁵⁵	i m n t + i n c t	/ʔ j o ³¹ + ph ɔ n ⁵⁵	1497 7565
#
1216	Rangoon	oppose	1210	shɑ̃⁵³tɕĩ²²	sʰ ɑ̃ ∼ ⁵³ + tɕ ĩ ∼ ²²	i n c t + i n c t	sʰ ɑ̃ ∼ ⁵³ + tɕ - ĩ ∼ ²²	7580 7578
6150	Atsi	oppose	1210	ă²¹toŋ⁵⁵	/ʔ ă ²¹ + t o ŋ ⁵⁵	i n t + i n c t	/ʔ ă ²¹ + t - o ŋ ⁵⁵	7577 7578
7810	Maru	oppose	1210	fan⁵⁵tui³¹	f a n ⁵⁵ + t u i ³¹	i n c t + i m n t	f a n ⁵⁵ + t u i - ³¹	7579 7578
#
245	Rangoon	orphan	245	mi⁵³bɑ⁵³mɛ⁵³tθɑ⁵⁵	m i ⁵³ + b ɑ ⁵³ + /ʔ m ɛ ⁵³ + tθ ɑ ⁵⁵	i n t + i n t + i m n t + i n t	m i ⁵³ + b ɑ ⁵³ + /ʔ m ɛ ⁵³ + tθ ɑ ⁵⁵	7588 7583 7589 7590
2058	Achang_Longchuan	orphan	245	tʂhau³¹tsɔ³¹	tʂʰ au ³¹ + ts ɔ ³¹	i n t + i n t	tʂʰ au ³¹ + ts ɔ ³¹	7582 7583
3713	Xiandao	orphan	245	tʂhau⁵⁵tsɔ³¹	tʂh au ⁵⁵ + ts ɔ ³¹	i n t + i n t	tʂh au ⁵⁵ + ts ɔ ³¹	7591 7583
5180	Atsi	orphan	245	tʃhui⁵⁵tso²¹	tʃʰ u i ⁵⁵ + ts o ²¹	i m n t + i n t	tʃʰ u i ⁵⁵ + ts o ²¹	7584 7583
6947	Maru	orphan	245	tʃhuk⁵⁵ tsɔ³¹	tʃh u k ⁵⁵ + ts ɔ ³¹	i n c t + i n t	tʃh u k ⁵⁵ + ts ɔ ³¹	7587 7583
8581	Bola	orphan	245	tʃhu³⁵ta³¹	tʃh u ³⁵ + t a ³¹	i n t + i n t	tʃh u ³⁵ + t a ³¹	7585 7583
10302	Lashi	orphan	245	tshou⁵⁵tso³³	tsh ou ⁵⁵ + ts o ³³	i n t + i n t	tsh ou ⁵⁵ + ts o ³³	7586 7583
#
859	Rangoon	other person(s)	856	tθu²²mjɑ⁵⁵	tθ u ²² + m j ɑ ⁵⁵	i n t + i m n t	tθ u ²² + m j ɑ ⁵⁵	7598 7599
2615	Achang_Longchuan	other person(s)	856	su⁵⁵	s u ⁵⁵	i n t	s u ⁵⁵	7596
4178	Xiandao	other person(s)	856	kɔ⁵⁵ tʂɤ⁵⁵	k ɔ ⁵⁵ + tʂ ɤ ⁵⁵	i n t + i n t	k ɔ ⁵⁵ + tʂ ɤ ⁵⁵	7600 7597
5789	Atsi	other person(s)	856	să⁵⁵ pe̱⁵⁵	s ă ⁵⁵ + ˀp e ⁵⁵	i n t + i n t	s ă ⁵⁵ + ˀp e ⁵⁵	7596 7597
7490	Maru	other person(s)	856	sə̆³¹ pɛ̱⁵⁵	s ə̆ ³¹ + ˀp ɛ ⁵⁵	i n t + i n t	s ə̆ ³¹ + ˀp ɛ ⁵⁵	7596 7597
9172	Bola	other person(s)	856	sə̆⁵⁵pɛ̱³¹	s ə̆ ⁵⁵ + ˀp ɛ ³¹	i n t + i n t	s ə̆ ⁵⁵ + ˀp ɛ ³¹	7596 7597
10818	Lashi	other person(s)	856	sə̆⁵⁵pei⁵⁵	s ə̆ ⁵⁵ + p ei ⁵⁵	i n t + i n t	s ə̆ ⁵⁵ + p ei ⁵⁵	7596 7597
#
878	Rangoon	others / miscellaneous	875	ɑ⁵³tɕhɑ⁵⁵	/ʔ ɑ ⁵³ + tɕʰ ɑ ⁵⁵	i n t + i n t	/ʔ ɑ ⁵³ + tɕʰ ɑ - ⁵⁵	7612 7610
2634	Achang_Longchuan	others / miscellaneous	875	su⁵⁵	s u ⁵⁵	i n t	s u ⁵⁵	7608
5808	Atsi	others / miscellaneous	875	ko⁵⁵tu̱⁵¹	k o ⁵⁵ + ˀt u ⁵¹	i n t + i n t	k o ⁵⁵ + ˀt u - ⁵¹	7609 7610
7509	Maru	others / miscellaneous	875	tă³¹xɛ̃³⁵	t ă ³¹ + x ɛ̃ ∼ ³⁵	i n t + i n c t	t ă ³¹ + x ɛ̃ ∼ ³⁵	7611 7610
9189	Bola	others / miscellaneous	875	kə̆³¹xɛ̃³⁵	k ə̆ ³¹ + x ɛ̃ ∼ ³⁵	i n t + i n c t	k ə̆ ³¹ + x ɛ̃ ∼ ³⁵	7609 7610
10837	Lashi	others / miscellaneous	875	ko⁵⁵paŋ³³	k o ⁵⁵ + p a ŋ ³³	i n t + i n c t	k o ⁵⁵ + p a ŋ ³³	7609 7610
#
302	Rangoon	otter	300	phjɑ̃²²	pʰ j ɑ̃ ∼ ²²	i m n c t	pʰ j ɑ̃ ∼ ²²	7619
2111	Achang_Longchuan	otter	300	sam⁵⁵	s a m ⁵⁵	i n c t	s a m ⁵⁵	7618
3762	Xiandao	otter	300	ti⁵⁵kʐoŋ⁵⁵	t i ⁵⁵ + kʐ o ŋ ⁵⁵	i n t + i n c t	t i ⁵⁵ + kʐ o ŋ ⁵⁵	7620 7621
5236	Atsi	otter	300	xam⁵¹	x a m ⁵¹	i n c t	x a m ⁵¹	7618
6999	Maru	otter	300	xɛ̃ ³¹	x ɛ̃ ∼ ³¹	i n c t	x ɛ̃ ∼ ³¹	7618
8633	Bola	otter	300	xɛ̃⁵⁵	x ɛ̃ ∼ ⁵⁵	i n c t	x ɛ̃ ∼ ⁵⁵	7618
10349	Lashi	otter	300	ʃa̱m³³	ˀʃ a m ³³	i n c t	ˀʃ a m ³³	7618
11710	Old_Burmese	otter	300	phyam	ph j a m ²²	i m n c t	ph j a m ²²	7619
#
671	Rangoon	outside	668	ɑ⁵³pjĩ²²	/ʔ ɑ ⁵³ + p j ĩ ∼ ²²	i n t + i m n c t	/ʔ ɑ ⁵³ + p j ĩ ∼ ²²	1625 7631
2440	Achang_Longchuan	outside	668	a³¹nɔk⁵⁵	/ʔ a ³¹ + n ɔ k ⁵⁵	i n t + i n c t	/ʔ a ³¹ + n ɔ k ⁵⁵	1625 7628
4015	Xiandao	outside	668	a³¹noʔ⁵⁵	/ʔ a ³¹ + n o ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + n o ʔ ⁵⁵	1625 7628
5600	Atsi	outside	668	ʃiŋ²¹ka̱n²¹	ʃ i ŋ ²¹ + ˀk a n ²¹	i n c t + i n c t	ʃ i ŋ ²¹ + ˀk a n ²¹	7629 7630
7311	Maru	outside	668	və̆³¹kauŋ³⁵	v ə̆ ³¹ + k au ŋ ³⁵	i n t + i n c t	v ə̆ ³¹ + k au ŋ ³⁵	1625 7630
8980	Bola	outside	668	və̆³¹kauŋ³¹	v ə̆ ³¹ + k au ŋ ³¹	i n t + i n c t	v ə̆ ³¹ + k au ŋ ³¹	1625 7630
11823	Old_Burmese	outside	668	praṅ	p r a ŋ ²²	i m n c t	p r a ŋ ²²	7631
#
688	Rangoon	over / above	685	ɑ⁵³thɛʔ	/ʔ ɑ ⁵³ + tʰ ɛ ʔ	i n t + i n c	/ʔ ɑ ⁵³ + tʰ ɛ ʔ -	1099 7638
2456	Achang_Longchuan	over / above	685	a³¹lum³¹	/ʔ a ³¹ + l u m ³¹	i n t + i n c t	/ʔ a ³¹ + l u m ³¹	1099 7637
5617	Atsi	over / above	685	thoʔ⁵⁵mai²¹	tʰ o ʔ ⁵⁵ + m a i ²¹	i n c t + i n N t	tʰ o ʔ ⁵⁵ + m a i ²¹	7638 837
7327	Maru	over / above	685	thɔʔ⁵⁵mɛ³¹	th ɔ ʔ ⁵⁵ + m ɛ ³¹	i n c t + i n t	th ɔ ʔ ⁵⁵ + m ɛ - ³¹	7638 837
8997	Bola	over / above	685	a³¹thaʔ⁵⁵	/ʔ a ³¹ + th a ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + th a ʔ ⁵⁵	1099 7638
11833	Old_Burmese	over / above	685	thak	th a k ⁴	i n c t	th a k ⁴	7638
#
1654	Rangoon	overflow / spill	1639	ɕɑ̃²²	ɕ ɑ̃ ∼ ²²	i n c t	ɕ ɑ̃ ∼ ²²	7642
3359	Achang_Longchuan	overflow / spill	1639	vet³⁵	v e t ³⁵	i n c t	v e t ³⁵	7640
4822	Xiandao	overflow / spill	1639	phɯŋ³⁵	ph ɯ ŋ ³⁵	i n c t	ph - ɯ ŋ ³⁵	7643
6589	Atsi	overflow / spill	1639	mui⁵¹	m u i ⁵¹	i m n t	m u i ⁵¹	7641
8220	Maru	overflow / spill	1639	pjaŋ⁵⁵ʃum³¹	p j a ŋ ⁵⁵ + ʃ u m ³¹	i m n c t + i n c t	p j a ŋ ⁵⁵ + ʃ u m ³¹	7643 7642
9948	Bola	overflow / spill	1639	ʃɔn⁵⁵	ʃ ɔ n ⁵⁵	i n c t	ʃ ɔ n ⁵⁵	7642
11495	Lashi	overflow / spill	1639	ʃu̱ːn³³	ˀʃ uː n ³³	i n c t	ˀʃ uː n ³³	7642
#
1773	Rangoon	overgrown (plant)	1756	jĩ⁵³	/ʔ j ĩ ∼ ⁵³	i m n c t	/ʔ j ĩ ∼ ⁵³	7647
3471	Achang_Longchuan	overgrown (plant)	1756	tɕe³⁵	tɕ e ³⁵	i n t	tɕ e ³⁵	7645
4925	Xiandao	overgrown (plant)	1756	kʐa³⁵	kʐ a ³⁵	i n t	kʐ a ³⁵	7648
6707	Atsi	overgrown (plant)	1756	san⁵¹	s a n ⁵¹	i n c t	s a n ⁵¹	7646
8339	Maru	overgrown (plant)	1756	mɔ̃³⁵	m ɔ̃ ∼ ³⁵	i n c t	m ɔ̃ ∼ ³⁵	7646
10066	Bola	overgrown (plant)	1756	mɔ̃³¹	m ɔ̃ ∼ ³¹	i n c t	m ɔ̃ ∼ ³¹	7646
11593	Lashi	overgrown (plant)	1756	maːŋ³³	m aː ŋ ³³	i n c t	m aː ŋ ³³	7646
#
1142	Rangoon	overthrow / down with	1138	a⁵³lɛ⁵⁵tho⁵⁵	/ʔ a ⁵³ + l ɛ ⁵⁵ + tʰ o ⁵⁵	i n t + i n t + i n t	/ʔ a ⁵³ + l ɛ - ⁵⁵ + tʰ o ⁵⁵	7654 7652 7655
2885	Achang_Longchuan	overthrow / down with	1138	l̥əŋ⁵⁵	l̥ ə ŋ ⁵⁵	i n c t	l̥ ə ŋ ⁵⁵	7652
4406	Xiandao	overthrow / down with	1138	l̥iŋ⁵⁵	l̥ i ŋ ⁵⁵	i n c t	l̥ i ŋ ⁵⁵	7652
6077	Atsi	overthrow / down with	1138	pat²¹le̱ŋ²¹	p a t ²¹ + ˀl e ŋ ²¹	i n c t + i n c t	p a t ²¹ + ˀl e ŋ ²¹	1308 7652
7746	Maru	overthrow / down with	1138	pɛʔ³¹la̱ŋ³¹	p ɛ ʔ ³¹ + ˀl a ŋ ³¹	i n c t + i n c t	p ɛ ʔ ³¹ + ˀl a ŋ ³¹	1308 7652
9452	Bola	overthrow / down with	1138	pɛʔ³¹la̱ŋ³⁵	p ɛ ʔ ³¹ + ˀl a ŋ ³⁵	i n c t + i n c t	p ɛ ʔ ³¹ + ˀl a ŋ ³⁵	1308 7652
11060	Lashi	overthrow / down with	1138	paːt³¹lə̱ŋ⁵⁵	p aː t ³¹ + ˀl ə ŋ ⁵⁵	i n c t + i n c t	p aː t ³¹ + ˀl ə ŋ ⁵⁵	1308 7652
#
1468	Rangoon	owe (money)	1457	tɕwe⁵⁵tĩ²²	tɕ w e ⁵⁵ + t ĩ ∼ ²²	i m n t + i n c t	tɕ w e ⁵⁵ + t ĩ ∼ ²²	7667 7665
3179	Achang_Longchuan	owe (money)	1457	ʂau⁵⁵	ʂ au ⁵⁵	i n t	ʂ au ⁵⁵	7664
4660	Xiandao	owe (money)	1457	tʂɤk³⁵	tʂ ɤ k ³⁵	i n c t	tʂ ɤ k ³⁵	7668
6400	Atsi	owe (money)	1457	tʃi̱n⁵¹ tap²¹	ˀtʃ i n ⁵¹ + t a p ²¹	i n c t + i n c t	ˀtʃ i n ⁵¹ + t a p ²¹	7665 7666
8038	Maru	owe (money)	1457	tɛʔ³¹	t ɛ ʔ ³¹	i n c t	t ɛ ʔ ³¹	7665
9762	Bola	owe (money)	1457	tɛʔ³¹	t ɛ ʔ ³¹	i n c t	t ɛ ʔ ³¹	7665
11333	Lashi	owe (money)	1457	tʃhɛ̱ːn⁵³	ˀtʃh ɛː n ⁵³	i n c t	ˀtʃh ɛː n ⁵³	7665
#
316	Rangoon	owl	314	zi⁵⁵kwɛʔ⁴	z i ⁵⁵ + k w ɛ ʔ ⁴	i n t + i m n c t	z i ⁵⁵ + k w ɛ ʔ ⁴	7680 7674
2120	Achang_Longchuan	owl	314	tɕuk⁵⁵ku⁵⁵lu⁵¹	tɕ u k ⁵⁵ + k u ⁵⁵ + l u ⁵¹	i n c t + i n t + i n t	tɕ u k ⁵⁵ + k - u - ⁵⁵ + l - u ⁵¹	7673 7674 7675
3770	Xiandao	owl	314	cun³¹mɔ⁵¹a³¹pɔŋ³¹	c u n ³¹ + m ɔ ⁵¹ + /ʔ a ³¹ + p ɔ ŋ ³¹	i n c t + i n t + i n t + i n c t	c u n ³¹ + m ɔ ⁵¹ + /ʔ a ³¹ + p - ɔ ŋ ³¹	7678 7681 7682 7674
5250	Atsi	owl	314	puk²¹pĕ²¹lui⁵¹	p u k ²¹ + p ĕ ²¹ + l u i ⁵¹	i n c t + i n t + i m n t	p u k ²¹ + p - ĕ - ²¹ + l u i ⁵¹	7676 7674 7675
7008	Maru	owl	314	puk³¹pə̆³¹lui³¹	p u k ³¹ + p ə̆ ³¹ + l u i ³¹	i n c t + i n t + i m n t	p u k ³¹ + p - ə̆ - ³¹ + l u i ³¹	7679 7674 7675
8644	Bola	owl	314	puk³¹pu⁵⁵lui⁵¹	p u k ³¹ + p u ⁵⁵ + l ui ⁵¹	i n c t + i n t + i n t	p u k ³¹ + p - u - ⁵⁵ + l - ui ⁵¹	7677 7674 7675
10358	Lashi	owl	314	khuŋ⁵⁵pɔp³¹	kh u ŋ ⁵⁵ + p ɔ p ³¹	i n c t + i n c t	kh u ŋ ⁵⁵ + p - ɔ p ³¹	7678 7674
#
1176	Rangoon	pad	1171	khu⁵³	kʰ u ⁵³	i n t	kʰ u ⁵³	7695
2917	Achang_Longchuan	pad	1171	m̥uan³⁵	m̥ ua n ³⁵	i n c t	m̥ ua n ³⁵	7692
6110	Atsi	pad	1171	tʃa̱²¹	ˀtʃ a ²¹	i n t	ˀtʃ a - ²¹	7693
7776	Maru	pad	1171	tʃɛ̱̃³⁵	ˀtʃ ɛ̃ ∼ ³⁵	i n c t	ˀtʃ ɛ̃ ∼ ³⁵	7693
9481	Bola	pad	1171	tʃɛ̱̃³⁵	ˀtʃ ɛ̃ ∼ ³⁵	i n c t	ˀtʃ ɛ̃ ∼ ³⁵	7693
11088	Lashi	pad	1171	mju̱ː⁵⁵	ˀm j uː ⁵⁵	i m n t	ˀm j uː ⁵⁵	7694
#
462	Rangoon	pad / cushion	460	thɑ̃i²²phõ²²	tʰ ɑ̃ i ∼ ²² + pʰ õ ∼ ²²	i n N c t + i n c t	tʰ ɑ̃ i ∼ ²² + pʰ õ ∼ ²²	7703 7699
2250	Achang_Longchuan	pad / cushion	460	ă³¹m̥ɔn³¹	/ʔ ă ³¹ + m̥ ɔ n ³¹	i n t + i n c t	/ʔ ă ³¹ + m̥ ɔ n ³¹	7698 7699
3878	Xiandao	pad / cushion	460	m̥ʐo³¹	m̥ʐ o ³¹	i n t	m̥ʐ o - ³¹	7699
5392	Atsi	pad / cushion	460	ta̱p⁵⁵khaŋ²¹	ˀt a p ⁵⁵ + kʰ a ŋ ²¹	i n c t + i n c t	ˀt a p ⁵⁵ + kʰ a ŋ ²¹	7700 7699
8781	Bola	pad / cushion	460	tʃɛ̃³¹tsai⁵⁵	tʃ ɛ̃ ∼ ³¹ + ts ai ⁵⁵	i n c t + i n t	tʃ ɛ̃ ∼ ³¹ + ts ai - ⁵⁵	7701 7699
10482	Lashi	pad / cushion	460	sou⁵⁵kou⁵⁵	s ou ⁵⁵ + k ou ⁵⁵	i n t + i n t	s ou ⁵⁵ + k ou - ⁵⁵	7702 7699
#
1280	Rangoon	paddle / row	1272	ɬɔ²²	ɬ ɔ ²²	i n t	ɬ ɔ ²²	7708
3013	Achang_Longchuan	paddle / row	1272	uaiʔ³¹	/ʔ uai ʔ ³¹	i n c t	/ʔ uai ʔ ³¹	7707
4518	Xiandao	paddle / row	1272	vai³¹	v ai ³¹	i n t	v ai ³¹	7711
6214	Atsi	paddle / row	1272	lu̱⁵¹	ˀl u ⁵¹	i n t	ˀl u ⁵¹	7708
7868	Maru	paddle / row	1272	thauk⁵⁵	th au k ⁵⁵	i n c t	th au k ⁵⁵	7710
9580	Bola	paddle / row	1272	ku̱³⁵	ˀk u ³⁵	i n t	ˀk u ³⁵	7709
#
42	Rangoon	paddy fields	42	lɛ²²	l ɛ ²²	i n t	l ɛ ²²	7716
1872	Achang_Longchuan	paddy fields	42	ʑɔ⁵⁵	ʑ ɔ ⁵⁵	i n t	ʑ ɔ ⁵⁵	7713
3535	Xiandao	paddy fields	42	jɔ⁵⁵tam⁵⁵	/ʔ j ɔ ⁵⁵ + t a m ⁵⁵	i m n t + i n c t	/ʔ j ɔ ⁵⁵ + t a m ⁵⁵	7714 4031
4979	Atsi	paddy fields	42	jŏ⁵¹thuŋ²¹	/ʔ j ŏ ⁵¹ + tʰ u ŋ ²¹	i m n t + i n c t	/ʔ j ŏ ⁵¹ + tʰ u ŋ ²¹	7714 4031
6765	Maru	paddy fields	42	jɔ̆³¹thauŋ³⁵	/ʔ j ɔ̆ ³¹ + th au ŋ ³⁵	i m n t + i n c t	/ʔ j ɔ̆ ³¹ + th au ŋ ³⁵	7714 4031
8391	Bola	paddy fields	42	ji³¹thauŋ³⁵	/ʔ j i ³¹ + th au ŋ ³⁵	i m n t + i n c t	/ʔ j i ³¹ + th au ŋ ³⁵	7714 4031
10126	Lashi	paddy fields	42	jo³¹thuŋ⁵⁵	/ʔ j o ³¹ + th u ŋ ⁵⁵	i m n t + i n c t	/ʔ j o ³¹ + th u ŋ ⁵⁵	7714 4031
#
790	Rangoon	page	787	mjɛʔ⁴hnɑ²²	m j ɛ ʔ ⁴ + n̥ ɑ ²²	i m n c t + i n t	m j ɛ ʔ ⁴ + n̥ ɑ ²²	7723 7724
2545	Achang_Longchuan	page	787	tʂap⁵⁵	tʂ a p ⁵⁵	i n c t	tʂ - a p ⁵⁵	7723
5718	Atsi	page	787	khjap⁵⁵	kʰ j a p ⁵⁵	i m n c t	kʰ j a p ⁵⁵	7723
7421	Maru	page	787	khjɛʔ⁵⁵	kh j ɛ ʔ ⁵⁵	i m n c t	kh j ɛ ʔ ⁵⁵	7723
9100	Bola	page	787	khjɛʔ⁵⁵	khj ɛ ʔ ⁵⁵	i n c t	khj - ɛ ʔ ⁵⁵	7723
10751	Lashi	page	787	khjap⁵⁵	kh j a p ⁵⁵	i m n c t	kh j a p ⁵⁵	7723
#
5575	Atsi	pain / agony	1859	jon⁵⁵	/ʔ j o n ⁵⁵	i m n c t	/ʔ j o n ⁵⁵	7730
7294	Maru	pain / agony	1859	phau³⁵	ph au ³⁵	i n t	ph au ³⁵	7735
8958	Bola	pain / agony	1859	kji̱³⁵	ˀk j i ³⁵	i m n t	ˀk j i ³⁵	7731
10629	Lashi	pain / agony	1859	i̱⁵⁵mjɛt³¹mjɔ³³	ˀ/ʔ i ⁵⁵ + m j ɛ t ³¹ + m j ɔ ³³	i n t + i m n c t + i m n t	ˀ/ʔ i ⁵⁵ + m j ɛ t ³¹ + m j ɔ ³³	7732 7733 7734
#
1797	Rangoon	pain / agony (emotional) (note:"arduous")	1780	nɑ²²tɕi⁵⁵	/ʔ n ɑ ²² + tɕ i ⁵⁵	i m n t + i n t	/ʔ n ɑ ²² + tɕ i ⁵⁵	7736 7737
#
606	Rangoon	painting	604	pɑ̃⁵⁵tɕhi²²	p ɑ̃ ∼ ⁵⁵ + tɕʰ i ²²	i n c t + i n t	p ɑ̃ ∼ ⁵⁵ + tɕʰ i ²²	7743 7744
2387	Achang_Longchuan	painting	604	xua³⁵	x ua ³⁵	i n t	x ua ³⁵	7738
5534	Atsi	painting	604	a²¹lo⁵¹	/ʔ a ²¹ + l o ⁵¹	i n t + i n t	/ʔ a ²¹ + l o ⁵¹	7739 7740
7262	Maru	painting	604	xua³⁵	x u a ³⁵	i m n t	x u a ³⁵	7742
8923	Bola	painting	604	pju⁵⁵la̱⁵⁵	p j u ⁵⁵ + ˀl a ⁵⁵	i m n t + i n t	p j u ⁵⁵ + ˀl a ⁵⁵	7741 7740
#
1755	Rangoon	pair (of rabbits)	1738	sõ²²	s õ ∼ ²²	i n c t	s õ ∼ ²²	7747
3454	Achang_Longchuan	pair (of rabbits)	1738	tɕɔm³¹	tɕ ɔ m ³¹	i n c t	tɕ ɔ m ³¹	7747
4910	Xiandao	pair (of rabbits)	1738	cum³¹	c u m ³¹	i n c t	c u m ³¹	7747
6691	Atsi	pair (of rabbits)	1738	tsum⁵⁵	ts u m ⁵⁵	i n c t	ts u m ⁵⁵	7747
8322	Maru	pair (of rabbits)	1738	tsam⁵⁵	ts a m ⁵⁵	i n c t	ts a m ⁵⁵	7747
10048	Bola	pair (of rabbits)	1738	tsam³⁵	ts a m ³⁵	i n c t	ts a m ³⁵	7747
11580	Lashi	pair (of rabbits)	1738	tsɔm⁵⁵	ts ɔ m ⁵⁵	i n c t	ts ɔ m ⁵⁵	7747
#
800	Rangoon	pair (of shoes)	797	jɑ̃²²	/ʔ j ɑ̃ ∼ ²²	i m n c t	/ʔ j ɑ̃ ∼ ²²	7748
2555	Achang_Longchuan	pair (of shoes)	797	tɕɔm³¹	tɕ ɔ m ³¹	i n c t	tɕ ɔ m ³¹	7747
4123	Xiandao	pair (of shoes)	797	cum³¹	c u m ³¹	i n c t	c u m ³¹	7747
5728	Atsi	pair (of shoes)	797	tsum⁵⁵	ts u m ⁵⁵	i n c t	ts u m ⁵⁵	7747
7431	Maru	pair (of shoes)	797	tsam⁵⁵	ts a m ⁵⁵	i n c t	ts a m ⁵⁵	7747
9110	Bola	pair (of shoes)	797	tsam³⁵	ts a m ³⁵	i n c t	ts a m ³⁵	7747
10761	Lashi	pair (of shoes)	797	tsɔm⁵⁵	ts ɔ m ⁵⁵	i n c t	ts ɔ m ⁵⁵	7747
#
212	Rangoon	pal / partner	212	ɑ⁵³phɔ²²	/ʔ ɑ ⁵³ + pʰ ɔ ²²	i n t + i n t	/ʔ ɑ ⁵³ + pʰ ɔ ²²	1625 7758
2026	Achang_Longchuan	pal / partner	212	tʂo⁵⁵tʂhaŋ⁵¹	tʂ o ⁵⁵ + tʂʰ a ŋ ⁵¹	i n t + i n c t	tʂ o ⁵⁵ + tʂʰ a ŋ ⁵¹	7753 7754
3678	Xiandao	pal / partner	212	a³¹tʂhaŋ³¹	/ʔ a ³¹ + tʂh a ŋ ³¹	i n t + i n c t	/ʔ a ³¹ + tʂh a ŋ ³¹	1625 7754
5145	Atsi	pal / partner	212	num⁵¹naŋ⁵⁵	n u m ⁵¹ + n a ŋ ⁵⁵	i n c t + i n c t	n u m ⁵¹ + n a ŋ ⁵⁵	7755 7754
6912	Maru	pal / partner	212	pjiŋ³¹tshɔ̆³⁵	p j i ŋ ³¹ + tsh ɔ̆ ³⁵	i m n c t + i n t	p j i ŋ ³¹ + tsh ɔ̆ - ³⁵	7756 7754
8549	Bola	pal / partner	212	pjɔn⁵⁵tʃhɔ̃³⁵	p j ɔ n ⁵⁵ + tʃh ɔ̃ ∼ ³⁵	i m n c t + i n c t	p j ɔ n ⁵⁵ + tʃh ɔ̃ ∼ ³⁵	7756 7754
10267	Lashi	pal / partner	212	pjɛn³¹tʃhaŋ⁵⁵	p j ɛ n ³¹ + tʃh a ŋ ⁵⁵	i m n c t + i n c t	p j ɛ n ³¹ + tʃh a ŋ ⁵⁵	7756 7754
#
444	Rangoon	pants / trousers	442	bɑ̃u⁵⁵bi²²	b ɑ̃ u ∼ ⁵⁵ + b i ²²	i n N c t + i n t	b ɑ̃ u ∼ ⁵⁵ + b i ²²	7766 7767
2234	Achang_Longchuan	pants / trousers	442	l̥ɔ³¹	l̥ ɔ ³¹	i n t	l̥ ɔ ³¹	7765
3871	Xiandao	pants / trousers	442	l̥ɔ³¹	l̥ ɔ ³¹	i n t	l̥ ɔ ³¹	7765
5376	Atsi	pants / trousers	442	lo̱²¹	ˀl o ²¹	i n t	ˀl o ²¹	7765
